imdbID,title,year,rating,runtime,genre,released,director,writer,cast,metacritic,imdbRating,imdbVotes,poster,plot,fullplot,language,country,awards,lastupdated,type
24240,Lady for a Day,1933,TV-G,96 min,Comedy,1933-09-13,Frank Capra,"Robert Riskin (screen play and dialogue), Damon Runyon (from the story by)","Warren William, May Robson, Guy Kibbee, Glenda Farrell",,7.5,2526,http://ia.media-imdb.com/images/M/MV5BMTA4MjUxOTMwMTNeQTJeQWpwZ15BbWU4MDYyNjMwNDIx._V1_SX300.jpg,"A gangster tries to make Apple Annie, the Times Square apple seller, a lady for a day.","Apple Annie is an indigent woman who has always written to her daughter in Spain that she is a member of New York's high society. With her daughter suddenly en route to America with her new fianc� and his father, a member of Spain's aristocracy, Annie must continue her pretense of wealth or the count will not give his blessing. She gets unexpected help from Dave the Dude, a well-known figure in underground circles who considers Annie his good luck charm, and who obtains for her a luxury apartment to entertain the visitors - but this uncharacteristic act of kindness from a man with a disreputable reputation arouses suspicions, leading to complications which further cause things to not always go quite as planned.","English, Spanish",USA,,2015-07-26 00:48:54.867000000,movie
24262,The Little Giant,1933,APPROVED,76 min,"Comedy, Crime, Romance",1933-05-20,Roy Del Ruth,"Robert Lord (original screen play), Wilson Mizner (original screen play)","Edward G. Robinson, Mary Astor, Helen Vinson, Russell Hopton",,7.1,638,http://ia.media-imdb.com/images/M/MV5BMTg5ODUzMTE0OF5BMl5BanBnXkFtZTgwMjA3MzA5MDE@._V1_SX300.jpg,"When Prohibition ends, a beer baron sees the writing on the wall, quits the rackets, and tries to break into California society.",Prohibition is ending so bootlegger Bugs Ahearn decides to crack California society. He leases a house from down-on-her-luck Ruth and hires her as social secretary. He rescues Polly Cass from a horsefall and goes home to meet her dad who sells him some phony stock certificates. When he learns about this he sends to Chicago for mob help.,"English, French",USA,,2015-08-15 01:01:50.990000000,movie
24269,Looking Forward,1933,APPROVED,82 min,Drama,,Clarence Brown,"Dodie Smith (play), Bess Meredyth, H.M. Harwood","Lionel Barrymore, Lewis Stone, Benita Hume, Elizabeth Allan",,7.1,181,,Depression Era story set in London has department store owner (Lewis Stone) facing bankruptcy while his family fritters away money. A long-standing employee (Lionel Barrymore) gets fired ...,"Depression Era story set in London has department store owner (Lewis Stone) facing bankruptcy while his family fritters away money. A long-standing employee (Lionel Barrymore) gets fired but finds new life in a home-based bakery. The owner's wife (Benita Hume) can't face life without money, so she runs off with another man. The tables turn, however, when a last-minute reprieve saves the store and a new relationship is forged between the men.",English,USA,,2015-05-02 00:10:56.650000000,movie
24293,The Man from Monterey,1933,,57 min,Western,1933-07-15,Mack V. Wright,Leslie Mason (screenplay),"John Wayne, Duke, Ruth Hall, Luis Alberni",,5.3,311,http://ia.media-imdb.com/images/M/MV5BMTg3MjE3Mzk3OF5BMl5BanBnXkFtZTcwNzAwODc0MQ@@._V1_SX300.jpg,A cavalry officer helps save a family's ranch from land grabbers.,"In old California Captain John Holmes must convince landowner Don Jose Cantares to register his land or face having it become public domain. Don Luis Gonzales, with rather selfish motives, is trying to convince him to do otherwise.",English,USA,,2015-08-21 00:15:55.377000000,movie
24285,The Mad Doctor,1933,APPROVED,7 min,"Animation, Short, Comedy",1933-01-20,David Hand,,"Pinto Colvig, Walt Disney",,7.7,473,,Mickey must save Pluto from a mad doctor's lair.,,English,USA,,2015-05-08 01:09:54.863000000,movie
24307,"Mary Stevens, M.D.",1933,UNRATED,72 min,Drama,1933-07-22,Lloyd Bacon,"Rian James (screen play), Robert Lord (screen play), Virginia Kellogg (based on the story by), William Keighley (dialogue director)","Kay Francis, Lyle Talbot, Glenda Farrell, Thelma Todd",,6.6,253,,Mary Stevens (Kay Francis) and her old friend Don Andrews (Lyle Talbot) find themselves graduating from medical school at the same time. They decide to set up their respective medical ...,"Mary Stevens (Kay Francis) and her old friend Don Andrews (Lyle Talbot) find themselves graduating from medical school at the same time. They decide to set up their respective medical offices in the same building. Mary builds her reputation despite many patients refusing to be treated by a woman. Don, however, begins dating Lois Cavanaugh (Thelma Todd), whose family is rich and influential, and neglects his practice for the privileges of a social life. Despite Mary's love for Don, he marries Lois and sets up a new office with a high class clientele. He also gives Mary a new office right next to his; while she ends up making a name for herself in the medical community, Don begins to pilfer funds from his practice. Jealousy and mistrust drive Mary and Don apart, seemingly for good. Two years go by and Mary, now a famous doctor, takes a much-needed vacation. While on vacation she runs into Don, who is now on the lam from the authorities. Mary and Don have an affair, and Don tries to get a divorce. Lois is willing but her father doesn't want the Cavanaugh name mixed up in any scandal. He clears Don's name and gets all charges against Don dropped, on the condition that Don will not divorce Lois for at least six months. When Mary finds herself pregnant with Don's child and Don unable to marry her, she must decide whether she should tell Don or raise the child on her own. Its a year that he can t divorce Lois and their baby dies while on the ship. Very harsh. Mary is caught in the act of suicide and saves a child in the final scene. Mary gains her confidence back and all is good.",English,USA,,2015-05-08 00:10:20.097000000,movie
24301,Man of the Forest,1933,,62 min,"Action, Crime, Drama",1933-08-25,Henry Hathaway,"Jack Cunningham (screenplay), Zane Grey (novel), Harold Shumate (screenplay)","Randolph Scott, Verna Hillie, Harry Carey, Noah Beery",,5.4,94,"http://ia.media-imdb.com/images/M/MV5BNDg5Mjk2Mzg4MF5BMl5BanBnXkFtZTcwNTc2MDc0NQ@@._V1._CR54,57,238,388_SX89_AL_.jpg_V1_SX300.jpg","Beasley, who is after Gayner's land, plans to kidnap his daughter. But Dale overhears their plan and kidnaps her himself. When Gayner arrives to retrieve his daughter, Beasley kills him and makes the Sheriff arrest Dale for the murder.","Beasley, who is after Gayner's land, plans to kidnap his daughter. But Dale overhears their plan and kidnaps her himself. When Gayner arrives to retrieve his daughter, Beasley kills him and makes the Sheriff arrest Dale for the murder.",English,USA,,2015-05-08 00:10:27.847000000,movie
24302,Man's Castle,1933,,75 min,"Drama, Romance",1933-10-27,Frank Borzage,"Lawrence Hazard (play), Jo Swerling","Spencer Tracy, Loretta Young, Marjorie Rambeau, Glenda Farrell",,7.4,826,,"Bill takes Trina into his depression camp cabin. Later, just as he finds showgirl LaRue who will support him, Trina becomes pregnant.","12 million Americans are out of work. Trina is homeless and hungry when Bill takes her under his wing, showing her a squatter's camp where she can live. She's soon in love with him, making a castle for him inside a shack; but he's bluff, gruff, and a ""bindlestiff,"" a guy who can't stay put. When Trina tells Bill she's pregnant, he's ready to jump a freight train and move on, but first he wants to leave Trina with some money, so he partners up with Bragg, the camp's louse (who's been eyeing Trina), to rob a toy store. He's shot and the cops are closing in: does he have any options?",English,USA,,2015-08-27 00:02:42.353000000,movie
24314,The Mayor of Hell,1933,TV-PG,90 min,"Crime, Drama, Romance",1933-06-24,"Archie Mayo, Michael Curtiz","Edward Chodorov (screen play), Islin Auster (based on a story by)","James Cagney, Madge Evans, Arthur Byron, Allen Jenkins",,7,934,http://ia.media-imdb.com/images/M/MV5BMTU1MjIzMjEyMF5BMl5BanBnXkFtZTgwNzQ1NjYxMjE@._V1_SX300.jpg,"Five members of a teen-age gang, including leader Jimmy Smith, are sent to the State Reformatory, presided over by the melodramatically callous Thompson. Soon, Patsy Gargan, a former ...","Five members of a teen-age gang, including leader Jimmy Smith, are sent to the State Reformatory, presided over by the melodramatically callous Thompson. Soon, Patsy Gargan, a former gangster appointed Deputy Commissioner as a political favor, arrives complete with hip flask and blonde. Gargan falls for activist nurse Dorothy and, inspired by her, takes over the administration to run the place on radical principles. But Thompson, to conceal his years of graft, needs a quick way to discredit Gargan...","English, Italian, Yiddish",USA,,2015-09-17 04:46:02.670000000,movie
24329,Mickey's Gala Premier,1933,APPROVED,7 min,"Comedy, Family, Musical",1933-07-01,Burt Gillett,,"Walt Disney, Marcellite Garner, Jerry Lester",,7.2,254,,A host of movie stars show up for the premiere of Mickey and Minnie's newest cartoon.,"Mickey's film is having a premiere, and all the stars turn out at the Chinese Theatre. Among those shown: Laurel and Hardy, the Marx Brothers, Jimmy Durante, Clark Gable, Sid Grauman, Mae West. The picture, Galloping Romance (Pegleg Pete kidnaps Minnie, and Mickey gives chase on a variety of animals), starts, and everyone in the audience sways along to the music, then rolls in the aisles with laughter. After, everyone comes on stage to congratulate Mickey; Garbo smothers him with kisses.",English,USA,,2015-05-08 00:20:15.483000000,movie
24334,Midnight Mary,1933,PASSED,74 min,"Crime, Drama, Romance",1933-06-30,William A. Wellman,"Anita Loos (original story), Gene Markey (screen play), Kathryn Scola (screen play)","Loretta Young, Ricardo Cortez, Franchot Tone, Andy Devine",,7.1,776,http://ia.media-imdb.com/images/M/MV5BMjAzMDU0MTA4N15BMl5BanBnXkFtZTcwOTgxMjU5Ng@@._V1_SX300.jpg,"A young woman is on trial for murder. In flashback, we learn of her struggles to overcome poverty as a teenager -- a mistaken arrest and prison term for shoplifting and lack of employment ...","A young woman is on trial for murder. In flashback, we learn of her struggles to overcome poverty as a teenager -- a mistaken arrest and prison term for shoplifting and lack of employment lead to involvement with gangsters. In a brothel, she meets a young lawyer, scion of a wealthy and prestigious family, who falls for her and helps her turn around her life. But her past catches up with her, and she must face the music rather than cause him scandal.",English,USA,,2015-08-05 00:54:04.943000000,movie
24339,The Mind Reader,1933,TV-G,70 min,"Drama, Romance",1933-04-01,Roy Del Ruth,"Robert Lord (screen play), Wilson Mizner (screen play), Vivian Crosby (based on a play by)","Warren William, Constance Cummings, Allen Jenkins, Natalie Moorhead",,6.7,298,http://ia.media-imdb.com/images/M/MV5BMTM5NjQ4ODczOF5BMl5BanBnXkFtZTgwMjU5NTAyMTE@._V1_SX300.jpg,"Chandler, a con-man, and his helper Frank decide to create a clairvoyant act for the carny circuit, as a little research reveals Ameicans spent $125 million on mind-readers and astrology. ...","Chandler, a con-man, and his helper Frank decide to create a clairvoyant act for the carny circuit, as a little research reveals Ameicans spent $125 million on mind-readers and astrology. The carny, renamed Chandra, falls for one of his marks, Sylvia, but their love is tested when he brings tragedy to other peoples' lives and she asks him to go straight.",English,USA,,2015-08-11 00:27:41.483000000,movie
24353,Morning Glory,1933,PASSED,74 min,"Drama, Romance",1933-08-18,Lowell Sherman,"Howard J. Green (screen play), Zoe Akins (from the play by)","Katharine Hepburn, Douglas Fairbanks Jr., Adolphe Menjou, Mary Duncan",,6.6,1782,"http://ia.media-imdb.com/images/M/MV5BMTMxMzEzNzQ1MF5BMl5BanBnXkFtZTcwNTk4NTQxMw@@._V1._CR9.883331298828125,0.5333404541015625,358,498_SY132_CR3,0,89,132_AL_.jpg_V1_SX300.jpg","When a naively innocent, aspiring actress arrives on the Broadway scene, she is taken under the wing of several theater veterans who mentor her to ultimate success.","Eva Lovelace, would-be actress trying to crash the New York stage, is a wildly optimistic chatterbox full of theatrical mannerisms. Her looks, more than her talent, attract the interest of a paternal actor, a philandering producer, and an earnest playwright. Is she destined for stardom or the ""casting couch""? Will she fade after the brief blooming of a ""morning glory""?",English,USA,,2015-08-19 00:27:15.080000000,movie
24359,Murder in the Private Car,1934,PASSED,63 min,"Mystery, Romance",1934-06-29,Harry Beaumont,"Ralph Spence (screen play), Edgar Allan Woolf (screen play), Al Boasberg (screen play), Edward E. Rose (from the play: ""The Rear Car"" by), Harvey F. Thew (adaptation)","Charles Ruggles, Una Merkel, Mary Carlisle, Russell Hardie",,6.3,157,,"Ruth Raymond works on the switchboard and her boyfriend is John Blake. It has taken 14 years, but a detective named Murray has found her and confirmed that she is Ruth Carson. As a child, ...","Ruth Raymond works on the switchboard and her boyfriend is John Blake. It has taken 14 years, but a detective named Murray has found her and confirmed that she is Ruth Carson. As a child, she was kidnaped by her uncle and is the daughter of a wealthy railroad tycoon. Under the watchful eye of Godfrey D. Scott, an attempt on her life is foiled. But a fake telegram put her on a private railroad car heading east. It is in this car that her life is again in danger and people are murdered.",English,USA,,2015-05-23 00:25:39.477000000,movie
24373,The Narrow Corner,1933,TV-PG,69 min,Drama,1933-07-08,Alfred E. Green,"W. Somerset Maugham (novel), Robert Presnell Sr. (screenplay)","Douglas Fairbanks Jr., Patricia Ellis, Ralph Bellamy, Dudley Digges",,6.4,109,,An Englishman sought for murder escapes to South Seas island.,"Fred, an Englishmen, (Douglas Fairbanks Jr.) , wanted for murder, winds up on a fishing boat in The South Seas, run by Nichols. ( Arther Nohl). Also present is the ships' doctor (Sidney Toler) who is there to treat Nichols for a stomach disorder. One day, after swimming nude offshore;, Fred encounters Louise (Patricia Ellis), on an exotic Island, She is a little more attired, than the slightly embarrassed Fred and encourages friendly conversation. . Fred subsequently meets. Louise's fiancee Eric (Ralph Bellamy). who runs a government plantation on the Island. Louise resides there with her father and grandfather, who own the plantation. Trouble soon arrives as a romance between Fred and Louse develops. There is of course conflict between Fred and Eric. Fugitive Fred has to keep on the move as his murder charge stems from a similar circumstance",English,USA,,2015-08-04 00:02:05.523000000,movie
24360,Murders in the Zoo,1933,PASSED,62 min,"Horror, Crime, Mystery",1933-03-31,A. Edward Sutherland,"Philip Wylie, Seton I. Miller","Charles Ruggles, Lionel Atwill, Gail Patrick, Randolph Scott",,6.7,561,http://ia.media-imdb.com/images/M/MV5BNTg3OTk0MzIxNF5BMl5BanBnXkFtZTcwOTQyODYxMQ@@._V1_SX300.jpg,A monomaniacal zoologist is pathologically jealous of his beautiful but unfaithful wife Evelyn and will not stop short of murder to keep her.,"Eric Gorman returns with his wife Evelyn from a trip to the Orient collecting zoo animals, having killed a member of his expedition who happened one day to kiss Mrs. Gorman. On board ship Evelyn meets Roger Hewitt, who falls in love with her. After delivering his animals to the zoo, Gorman plots a way to dispose of Hewitt using one of his latest specimens, then continues using the zoo's non-human residents to do his beastly work.",English,USA,,2015-04-06 01:29:42.927000000,movie
24381,Night Flight,1933,,84 min,Drama,1933-10-06,Clarence Brown,"Antoine de Saint-Exup�ry (novel), Oliver H.P. Garrett (screenplay)","John Barrymore, Helen Hayes, Clark Gable, Lionel Barrymore",,6.4,379,http://ia.media-imdb.com/images/M/MV5BMzc0MjIxNjM3N15BMl5BanBnXkFtZTcwMDc4ODM4NA@@._V1_SX300.jpg,"Polio breaks out in Rio de Janeiro, the serum is in Santiago and there's only one way to get the medicine where it's desperately needed: flown in by daring pilots who risk the treacherous weather and forbidding peaks of the Andes.","Polio breaks out in Rio de Janeiro, the serum is in Santiago and there's only one way to get the medicine where it's desperately needed: flown in by daring pilots who risk the treacherous weather and forbidding peaks of the Andes.",English,USA,,2015-08-03 00:25:09.663000000,movie
24368,Mystery of the Wax Museum,1933,UNRATED,77 min,"Horror, Mystery, Thriller",1933-02-18,Michael Curtiz,"Don Mullaly (screen play), Carl Erickson (screen play), Charles Belden (from the story by)","Lionel Atwill, Fay Wray, Glenda Farrell, Frank McHugh",,6.9,3069,http://ia.media-imdb.com/images/M/MV5BODgyMzA3MTgxNV5BMl5BanBnXkFtZTgwMjgxOTYyMjE@._V1_SX300.jpg,The disappearance of people and corpses leads a reporter to a wax museum and a sinister sculptor.,"In London, sculptor Ivan Igor struggles in vain to prevent his partner Worth from burning his wax museum...and his 'children.' Years later, Igor starts a new museum in New York, but his maimed hands confine him to directing lesser artists. People begin disappearing (including a corpse from the morgue); Igor takes a sinister interest in Charlotte Duncan, fianc�e of his assistant Ralph, but arouses the suspicions of Charlotte's roommate, wisecracking reporter Florence.",English,USA,,2015-08-14 01:11:08.707000000,movie
24402,The Patriots,1933,,98 min,"Drama, War",1933-09-24,Boris Barnet,"Konstantin Finn (short story), Boris Barnet (screenplay), Konstantin Finn (screenplay)","Aleksandr Chistyakov, Sergey Komarov, Yelena Kuzmina, Nikolay Bogolyubov",,7.3,569,http://ia.media-imdb.com/images/M/MV5BMjI0MTY3OTA3N15BMl5BanBnXkFtZTcwNzA3Mjg5OA@@._V1_SX300.jpg,"Outskirts is an internationally renowned masterpiece of early sound cinema. In a remote Russian village during World War I, colorful and nuanced characters experience divided loyalties: ...","Outskirts is an internationally renowned masterpiece of early sound cinema. In a remote Russian village during World War I, colorful and nuanced characters experience divided loyalties: family loyalty vs. personal desire, nationalism vs. transcendent humanism.","Russian, German",Soviet Union,,2015-09-02 00:38:46.960000000,movie
24413,One Step Ahead of My Shadow,1933,,,"Family, Animation, Short, Comedy",1933-02-04,,,,,5.4,57,,"Several Chinese residents play music. A dragon frees himself from a cage and goes after them, but fireworks are shoved down the dragon's throat. This causes him to explode and turn into a walking dragon skeleton.","To music - and sometimes the song ""One Step Ahead of My Shadow"" - we see various scenes of a China imagined by 1930's U.S. stereotyping. We're in what may be Shanghai, with rickshaws and other cultural touchstones. A young man steers his small boat down a river to visit his sweetheart, to whom he sings. A large man, who's well-to-do, seems to cheat his rickshaw driver who takes him to the same house where the kids are courting. A dragon interrupts the fun, the damsel is in distress, and fireworks may follow.",,,,2013-10-25 00:00:00,movie
24414,One Sunday Afternoon,1933,PASSED,85 min,"Comedy, Romance",1933-09-01,Stephen Roberts,"James Hagan (from the play by), Grover Jones (screen play), William Slavens McNutt (screen play)","Gary Cooper, Fay Wray, Frances Fuller, Roscoe Karns",,6.7,341,http://ia.media-imdb.com/images/M/MV5BMTA2OTg1MzQxMzVeQTJeQWpwZ15BbWU4MDczMDU5NTIx._V1_SX300.jpg,"Middle-aged dentist Biff Grimes reminisces about his unrequited love for beautiful Virginia Brush and her husband Hugo, his ex-friend, who betrayed him.","Hugo and Biff were friends until they met Virginia. Biff could think of no one but Virginia, but she would never be happy with a big slow bully. So she married Hugo and Biff married Amy just because his Virginia got married. Amy loves Biff, but Biff constantly thinks of Virginia even after Hugo takes his job and has him put into prison for two years.",English,USA,,2015-08-10 00:24:25.517000000,movie
24411,One Man's Journey,1933,PASSED,72 min,Drama,1933-09-08,John S. Robertson,"Lester Cohen (screen play), Samuel Ornitz (screen play), Katharine Haviland-Taylor (story)","Lionel Barrymore, May Robson, Dorothy Jordan, Joel McCrea",,6.8,296,,"Dr. Eli Watt, a widower, comes to a small town, considering himself a failure in his attempt to have a meaningful career in New York. He raises his son Jimmy as well as Letty, a baby whose ...","Dr. Eli Watt, a widower, comes to a small town, considering himself a failure in his attempt to have a meaningful career in New York. He raises his son Jimmy as well as Letty, a baby whose mother has died in childbirth and whose father blames Watt and abandons the child. Watt dreams of returning to do research studies, but always something gets in the way: an epidemic, his children's needs, or the needs of his generally ungrateful patients. Only with the passing years does he come to find that his future isn't over and his past isn't quite the failure he believed.",English,USA,,2015-08-19 00:12:41.547000000,movie
24429,Parole Girl,1933,,67 min,"Crime, Drama",1933-03-04,Edward F. Cline,Norman Krasna (screenplay),"Mae Clarke, Ralph Bellamy, Marie Prevost, Hale Hamilton",,6.5,127,,A young woman released on parole vows to ruin the life of the man who insisted on sending her to jail.,"A desperate young woman is caught taking part in a department store extortion racket and sent to jail. When she's let out on parole, she schemes to ruin the life of the man who wouldn't give her a second chance, the man responsible for her time behind bars. Taking advantage of the man's inebriated state, the woman stages a phony marriage and, knowing of the man's estranged wife, blackmails him with bigamy charges. Forced to keep up appearances as the happily married couple until the woman's parole runs out, the man and the woman grow fonder of each other than either would dare to admit.",English,USA,,2015-08-09 00:06:01.413000000,movie
24433,Peg o' My Heart,1933,APPROVED,87 min,"Drama, Romance",1933-05-26,Robert Z. Leonard,"Frank R. Adams, J. Hartley Manners (play), Frances Marion (adaptation)","Marion Davies, Onslow Stevens, J. Farrell MacDonald, Juliette Compton",,8.1,1060,http://ia.media-imdb.com/images/M/MV5BMTQ3ODczMzQwMV5BMl5BanBnXkFtZTgwOTE4NzQ0MjE@._V1_SX300.jpg,"Peg and her father live a simple life in an Irish fishing village. One day Sir Gerald arrives at the village to tell Pat that Peg is heir to estate of her grandfather, who hated Pat. The ...","Peg and her father live a simple life in an Irish fishing village. One day Sir Gerald arrives at the village to tell Pat that Peg is heir to estate of her grandfather, who hated Pat. The upshot of the will is that she must go to England for 3 years to learn to be a lady and that Pat can never see her again. Pat does not tell Peg about his part of the will and sends her to live with Mrs. Chichester for her education. Peg soon finds that Alaric needs to marry her, but she wants Gerald who is engaged to Ethyl who wants Brent whose wife will not divorce him.",English,USA,,2015-09-06 00:46:38.603000000,movie
24435,Penthouse,1933,PASSED,90 min,"Crime, Mystery, Romance",1933-09-08,W.S. Van Dyke,"Frances Goodrich (screen play), Albert Hackett (screen play), Arthur Somers Roche (from the story by: in Cosmopolitan Magazine)","Warner Baxter, Myrna Loy, Charles Butterworth, Mae Clarke",,7,600,http://ia.media-imdb.com/images/M/MV5BMTk4MTYzOTUxNF5BMl5BanBnXkFtZTcwNzEzMDAyMw@@._V1_SX300.jpg,"Racketeer Tony Gazotti is thankful that lawyer Jackson Durant helps him beat a murder rap, but Durant just does it for the thrill of it and refuses payment. Durant's defense of mobsters ...","Racketeer Tony Gazotti is thankful that lawyer Jackson Durant helps him beat a murder rap, but Durant just does it for the thrill of it and refuses payment. Durant's defense of mobsters causes his firm to disown him and his girlfriend Sue to leave him. But when young Tom Siddell, Sue's new boyfriend, is framed for a murder, she is the first to come asking for Durant's help. Durant uses Gazotti's information network and the help of new girlfriend Gertie Waxted to find that rival gangster Jim Grelliman is involved in the framing of Siddell. When Durant sends Gertie to Grelliman's apartment in a bid to blow open the case, she is walking on thin ice.",English,USA,,2015-08-09 00:05:59.443000000,movie
24455,Pleasure Cruise,1933,,72 min,"Comedy, Romance",1933-04-01,Frank Tuttle,Guy Bolton,"Genevieve Tobin, Roland Young, Ralph Forbes, Una O'Connor",,7,28,http://ia.media-imdb.com/images/M/MV5BNDA2NzA5NjM1MF5BMl5BanBnXkFtZTcwNjIwNzAyOA@@._V1_SX300.jpg,,,English,USA,,2015-06-30 01:22:28.573000000,movie
24471,Private Detective 62,1933,APPROVED,66 min,"Comedy, Crime, Drama",1933-06-10,Michael Curtiz,"Rian James (screen play), Raoul Whitfield (based on a story by)","William Powell, Margaret Lindsay, Ruth Donnelly, Gordon Westcott",,6.6,270,,A discredited diplomat accidentally finds work with a seedy private detective. The diplomat's ethics later bump up against the detective's illegal methods after their new partnership is ...,,"English, French",USA,,2015-06-16 00:11:40.933000000,movie
24475,The Prizefighter and the Lady,1933,PASSED,102 min,"Crime, Romance, Comedy",1933-11-10,"W.S. Van Dyke, Howard Hawks","John Lee Mahin (screen play), John Meehan (screen play), Frances Marion (from the story by)","Myrna Loy, Max Baer, Primo Carnera, Jack Dempsey",,6.4,449,"http://ia.media-imdb.com/images/M/MV5BNjM5MTI0NTk2N15BMl5BanBnXkFtZTcwNTA3NDc4NQ@@._V1._CR27,45,298,454_SX89_AL_.jpg_V1_SX300.jpg",An ex-sailor turned boxer finds romance and gets a shot at the heavyweight title.,"Steve is just a heavy duty bartender when Edwin J. Bennett, known as the Professor, starts training him for the ring. While doing road work, he is almost killed by a speeding car which crashes into a ditch. In the car is Belle Mercer and her driver. Steve takes Belle to a farmhouse and is smitten by her, but she is Willie Ryan's Girl. The fight is a breeze and later, Steve again meets Belle with Willie. That night, Steve and Belle disappear and return married, much to the disappointment of Ryan. Then Steve starts training in ernest and is 19 for 19 in the ring. However, he has an eye for the women and an expanding ego to match.",English,USA,,2015-08-25 00:26:11.620000000,movie
24465,The Power and the Glory,1933,PASSED,76 min,Drama,1933-10-06,William K. Howard,Preston Sturges (original screenplay),"Spencer Tracy, Colleen Moore, Ralph Morgan, Helen Vinson",,6.9,424,,"A man's life is retold just after his funeral. Beginning as a track walker, Tom Garner rose through all sorts of railroad jobs to head the company. In the meantime he lost touch with his ...","A man's life is retold just after his funeral. Beginning as a track walker, Tom Garner rose through all sorts of railroad jobs to head the company. In the meantime he lost touch with his family. When he saw what was happening it was already too late.",English,USA,1 win.,2015-08-25 01:07:01.400000000,movie
24473,The Private Life of Henry VIII.,1933,,97 min,"Biography, Comedy, Drama",1933-09-21,Alexander Korda,"Lajos Bir� (story), Arthur Wimperis (story), Arthur Wimperis (scenario)","Charles Laughton, Robert Donat, Franklin Dyall, Miles Mander",,7.3,2414,"http://ia.media-imdb.com/images/M/MV5BMTU5NTE2NTc0OV5BMl5BanBnXkFtZTYwNTM1NDg5._V1._CR0,17,259,418_SX89_AL_.jpg_V1_SX300.jpg",Tells how King Henry VIII came to marry five more times after his divorce from his first wife.,"This movie tells the story of King Henry VIII and the last five of his six wives. Set almost entirely within the royal castle, it begins just before the death of his second wife (Anne Boleyn) and ends just after his sixth wedding (to Catherine or Katherine Parr).",English,UK,Won 1 Oscar. Another 1 win & 1 nomination.,2015-08-15 00:02:00.380000000,movie
24481,Queen Christina,1933,APPROVED,99 min,"Biography, Drama, History",1934-02-09,Rouben Mamoulian,"H.M. Harwood (screen play), Salka Viertel (screen play), Salka Viertel (from the original story by), Margaret P. Levino (from the original story by), S.N. Behrman (dialogue)","Greta Garbo, John Gilbert, Ian Keith, Lewis Stone",,7.9,5260,http://ia.media-imdb.com/images/M/MV5BMjIyMjg1ODk4OF5BMl5BanBnXkFtZTgwNDA0NzkxMjE@._V1_SX300.jpg,"Queen Christina of Sweden is a popular monarch who is loyal to her country. However, when she falls in love with a Spanish envoy, she must choose between the throne and the man she loves.","Queen Christina of Sweden is a dominant European ruler in the 17th century, and has never thought of romance. However, she accidentally and secretly falls in love with an emissary from Spain, even though a marriage between the two seems out of the question.","English, Spanish",USA,1 nomination.,2015-09-10 17:40:59.153000000,movie
24484,Rafter Romance,1933,PASSED,73 min,"Comedy, Romance",1933-09-01,William A. Seiter,"H.W. Hanemann (screen play), Sam Mintz (screen play), Glenn Tryon (adapted by), John Wells (from a story by)","Ginger Rogers, Norman Foster, George Sidney, Robert Benchley",,6.7,480,,"Mary, a working girl, shares a Greenwich Village apartment with Jack, an artist-night watchman. They share the apartment on a shift basis never seeing each other. Mary develops a hearty dislike for Jack until she meets him.","Mary, a working girl, shares a Greenwich Village apartment with Jack, an artist-night watchman. They share the apartment on a shift basis never seeing each other. Mary develops a hearty dislike for Jack until she meets him.",English,USA,,2015-08-17 00:01:17.673000000,movie
24453,Pilgrimage,1933,APPROVED,96 min,Drama,1933-08-18,John Ford,"Barry Conners, Philip Klein, Dudley Nichols (dialogue), I.A.R. Wylie (story)","Henrietta Crosman, Heather Angel, Norman Foster, Lucille La Verne",,7.3,385,http://ia.media-imdb.com/images/M/MV5BMjAzNDEzMTY3OV5BMl5BanBnXkFtZTcwODk3MDU1MQ@@._V1_SX300.jpg,,,"English, French",USA,,2015-05-13 00:42:06.733000000,movie
24500,Riders of Destiny,1933,PASSED,53 min,"Music, Romance, Western",1933-10-10,Robert N. Bradbury,Robert N. Bradbury (story),"John Wayne, Cecilia Parker, Forrest Taylor, George 'Gabby' Hayes",,5.6,647,http://ia.media-imdb.com/images/M/MV5BMTI4NTUzNzUxMl5BMl5BanBnXkFtZTcwNTE4MDUyMQ@@._V1_SX300.jpg,Bad guy Kincaid controls the local water supply and plans to do in the other ranchers. Government agent Saunders shows up undercover to do in Kincaid and win the heart of one of his victims Fay Denton.,Kincade controls the area's water supply and is about to force the ranchers into contracts at exorbitant rates. Government Agent Saunders has a plan that will open up the lost river and dry up Kincade's supply. So he gets the ranchers to insist on a clause that Kincade's land will revert to the public if he fails to deliver water.,English,USA,,2015-08-27 00:48:40.523000000,movie
24514,S.O.S. Eisberg,1933,,90 min,"Adventure, Drama",1933-09-25,Arnold Fanck,Arnold Fanck,"Gustav Diessl, Leni Riefenstahl, Sepp Rist, Ernst Udet",,6.3,129,http://ia.media-imdb.com/images/M/MV5BOTA0MDExOTU5N15BMl5BanBnXkFtZTgwNjYzOTA2MjE@._V1_SX300.jpg,An expedition goes in search of a party lost the year before.,An expedition goes in search of a party lost the year before.,"English, German","Germany, USA",,2015-05-28 00:08:56.750000000,movie
